title,artist,lyrics,mood
Adeyyo,Ece Seçkin,"Oh-oh-oh Oh-oh-oh Oh-oh-oh Oh-oh-oh-oh-oh Upuzun yollar, arkandayım Takip mesafesi aramızda Duyduğuma değil de gördüğüme inanayım Demeye de kalmadı sırtımdan Vurdun, vurdun, hiç acımadan ardımdan Duydum, duydum, ne işler dönmüş arkamdan Bir kere zıpla, iki kere zıpla Bıkmadın Allah Allah Ben hadi neyse atlatırım da Yerle bir ol sen inşallah Bence sen öyle gün yüzü görme O yılanı besle koynunda Kusuruma bakma, bizde de böyle Her şeye yok ki eyvallah You    Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Upuzun yollar, arkandayım Takip mesafesi aramızda Duyduğuma değil de gördüğüme inanayım Demeye de kalmadı sırtımdan Vurdun, vurdun, hiç acımadan ardımdan Duydum, duydum, ne işler dönmüş arkamdan Bir kere zıpla, iki kere zıpla Bıkmadın Allah Allah Ben hadi neyse atlatırım da Yerle bir ol sen inşallah Bence sen öyle gün yüzü görme O yılanı besle koynunda Kusuruma bakma, bizde de böyle Her şeye yok ki eyvallah Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Oh-oh-oh Oh-oh-oh Oh-oh-oh Oh-oh-oh-oh-oh Vurdun, vurdun, hiç acımadan ardımdan Duydum, duydum ne işler dönmüş arkamdan Bir kere zıpla, iki kere zıpla Bıkmadın Allah Allah Ben hadi neyse atlatırım da Yerle bir ol sen inşallah Bence sen öyle gün yüzü görme O yılanı besle koynunda Kusuruma bakma, bizde de böyle Her şeye yok ki eyvallah Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale Adeyyo lalaleyo, Adeyyo lalale3",mutluluk
Helal Ettim,"Erdem Kınay, Merve Özbey","Senden kalan acılar, sanma ki gönülde yük Kalma gitme sorgusu bölük bölük Bendeki bu yürek, senin bile korkundan büyük! Giremedin neden gönül yoluna? Böylesi sevdayı feda ettin Benden yana olan kalsın yanına Ben sana hakkımı helal ettim Bilemedin değer aşkın uğruna Böylesi bir kalbi heba ettin Benden yana olan kalsın yarına İstemem hakkımı helal ettim You    1",mutluluk
Acemi Balık,İrem Derici,"Beni kalbimden vuranlar varya Sürüne sürüne sürüne kapımı çalacak Karşıma geçip kıs kıs gülenler var ya Kapanıp önümde diz çöküp ağlayacak Beni kalbimden vuranlar varya Sürüne sürüne sürüne kapımı çalacak Karşıma geçip kıs kıs gülenler var ya Kapanıp önümde diz çöküp ağlayacak Eder miyim, eder miyim Deli miyim affeder miyim İsmine bir çizgi attım Artık seni bağlamaz benim hayatım Bükeceksin boynunu güller gibi sararıp Acemi balık gibi ağlara dolanıp Pişman da olsan kapımda yatsan Tarih bile yazsan kimin umrunda Bükeceksin boynunu güller gibi sararıp Acemi balık gibi ağlara dolanıp Pişman da olsan kapımda yatsan Tarih bile yazsan kimin umrunda You    Beni kalbimden vuranlar varya Sürüne sürüne sürüne kapımı çalacak Karşıma geçip kıs kıs gülenler var ya Kapanıp önümde diz çöküp ağlayacak Beni kalbimden vuranlar varya Sürüne sürüne sürüne kapımı çalacak Karşıma geçip kıs kıs gülenler var ya Kapanıp önümde diz çöküp ağlayacak Eder miyim, eder miyim Deli miyim affeder miyim İsmine bir çizgi attım Artık seni bağlamaz benim hayatım Bükeceksin boynunu güller gibi sararıp Acemi balık gibi ağlara dolanıp Pişman da olsan kapımda yatsan Tarih bile yazsan kimin umrunda Bükeceksin boynunu güller gibi sararıp Acemi balık gibi ağlara dolanıp Pişman da olsan kapımda yatsan Tarih bile yazsan kimin umrunda Pişman da olsan kapımda yatsan Tarih bile yazsan kimin umrunda",mutluluk
İki Yüzlüler,Tarık Mengüç,"Hadi! Çekemiyorsan beni çatla geber, geber Çekemiyorsan beni çatla geber, geber Seni be fena yaratık, fesatlığın yeter Yedin etlerini, hasetliğin yeter Çekemiyorsan beni çatla geber, geber Çekemiyorsan beni çatla geber, geber Seni be fеna yaratık, fesatlığın yeter Yеdin etlerini, hasetliğin yeter İyilikse iyiyim de şeker gibiyim Fenalığa fenalıkta zehir gibiyim İyilikse iyilik de şeker gibiyim Fenalığa fenalıkta zehir gibiyim İkiyüzlüler, ikiyüzlüler Arkamdan konuşmayın, ikiyüzlüler İkiyüzlüler, ikiyüzlüler Arkamdan konuşmayın, ikiyüzlüler (Hadi!)You    Çekemiyorsan beni çatla geber, geber Çekemiyorsan beni çatla geber, geber Seni be fena yaratık, fesatlığın yeter Yedin etlerini, hasetliğin yeter Çekemiyorsan beni çatla geber, geber Çekemiyorsan beni çatla geber, geber Seni be fena yaratık, fesatlığın yeter Yedin etlerini, hasetliğin yeter İyilikse iyiyim de şeker gibiyim Fenalığa fenalıkta zehir gibiyim İyilikse iyilik de şeker gibiyim Fenalığa fenalıkta zehir gibiyim İkiyüzlüler, ikiyüzlüler Arkamdan konuşmayın, ikiyüzlüler İkiyüzlüler, ikiyüzlüler Arkamdan konuşmayın, ikiyüzlüler (Hadi!)Hahahahaha, ay! Noldu be, güzelim? Beni görünce yüzünü ekşittin, dön de bir bak aynaya Yüzün muşmulaya döndü, içinin çirkinliği yüzüne vurdu Ama sen de haklısın be, yavrum Görgüzüsüzlük sizde Nankörlük sizde Patavatsızlık sizde (Ikiyüzlüler!)Şu lafımı da iyice bir dinle Bir hocalim var, gönül uyandırıyorum Mide bulandırıyorum, e kimin başına? Tabi ki benim başıma (Ikiyüzlüler!)Hadi!(Arkamdan konuşmayın, ikiyüzlüler)Hadi!",mutluluk
Manifesto,Sezen Aksu,"Lol, lol Lol-lol Lol, lol Na-na-na-na-na-na Lol, lol Lol-lol Lol, lol Na-na-na-na-na-na Na-na-na-na-na-na Niye herkes bu kadar ciddi? Okunmamış kitaplar ama ciltli Asık asık yüzlü insanlar Ta yüreğine kadar kilitli Ne gülümseme, ne günaydın yok E-e-e tabi üçüncü sayfada olay çok Haberler hep son dakika, şok şok Yaşamak inadına hemen şimdi""Yaşıyoruz"" desinler diye Bizi çok sevsinler diye Of, of You    Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Ters esiyor yine rüzgâr Ah, önümüzde sert bi' güz var Of Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Niye herkes bu kadar ciddi? Okunmamış kitaplar ama ciltli Asık asık yüzlü insanlar Ta yüreğine kadar kilitli İçimdeki o oyun bahçesi Ne oyası, ne boyası, ne de maskesi Hadi kapa gözünü bi' hayal kur La-la-la-la, lunapark sahnesi Ters esiyor yine rüzgâr Ah, önümüzde sert bi' güz var Of Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto! Lol, lol, hadi kop gel parti, parti Lol, lol, dize getir aşk kalbi, kalbi Lol, lol, hadi bu neyin harbi, harbi? Yaşasın hayat, budur manifesto!",mutluluk
Bütün Kızlar Toplandık,Nil Karaibrahimgil,"Yo, kızlar bunu hak etmiyoruz Yo, kızlar bunu kabul etmeyelim Bütün kızlar toplandık, toplandık, toplandık Sorduk, neden yıprandık, yıprandık, yıprandık? Biz onlardan hoşlandık, hoşlandık, hoşlandık Şimdi niye zorlandık, zorlandık, zorlandık? Bir, o kadar basitti ki denklemleri (Yo, yo, yo, yo)İki, o kadar güçsüzdü ki eklemleri (Yo, yo, yo, yo)Üç, kontrol etmek bebek işi (Yo, yo, yo)Yormadan, sormadan Sormadan, yormadan Bir, sarardık biz onları dolma gibi İki, çalardık biz onları zurna gibi Üç, sererdik yollara çarşaf gibi Yormadan, sormadan Sormadan, yormadan Çıtaları kaldırırdık, çıtırlara 10 basardık Haydi, hop hop atlatırdık, hey gidi günler, hey Uzun uzun anlatırdık, espriler patlatırdık Haydi, top top yuvarlardık, hey gidi günler, hey You    Bekletirdik, seslenirdik, yüklenirdik Hey gidi günler, hey Esnetirdik, esnetirdik, pes ettirirdik Hey gidi günler, hey Bütün kızlar toplandık, toplandık, toplandık Sorduk, neden yıprandık, yıprandık, yıprandık? Biz onlardan hoşlandık, hoşlandık, hoşlandık Şimdi niye zorlandık, zorlandık, zorlandık? Bir, o kadar bellidir ki hedefleri İki, seks, para ve futbol hep sohbetleri Üç, bunu yönetmek bebek işi Yormadan, sormadan Sormadan, yormadan Çıtaları kaldırırdık, çıtırlara 10 basardık Haydi, hop hop atlatırdık, hey gidi günler, hey Uzun uzun anlatırdık, espriler patlatırdık Haydi, top top yuvarlardık, hey gidi günler, hey Süslenirdik, güçlenirdik, yükselirdik Hey gidi günler, hey Esnetirdik, esnetirdik, pes ettirirdik Hey gidi günler, hey Bütün kızlar toplandık, toplandık, toplandık Sorduk, neden yıprandık, yıprandık, yıprandık? Biz onlardan hoşlandık, hoşlandık, hoşlandık Şimdi niye zorlandık, zorlandık, zorlandık? Bütün kızlar toplandık, toplandık, toplandık Sorduk, neden yıprandık, yıprandık, yıprandık? Biz onlardan hoşlandık, hoşlandık, hoşlandık Şimdi niye zorlandık, zorlandık, zorlandık? Yıprandık, yıprandık",mutluluk
Geri Dönüş Olsa,Murat Boz,Her bakış yüzünde ayrılık kokuyor Kalbinde bir çölde aşk Yangın da sönmüyor Ardında korkular sinmiyor Yaşlardan bir gölde aşk Ömründen süzülmüyor Içinde dinmiyor Geri dönüş olsa Kalp sana geri dönmez mi Gidilen o yolda Kaderi de yenmez mi Gerçeği aşksa Bir bakışa değmez mi Yalanı da olsa Yazısını silmez mi Kalbinde bir çölde aşk Yangın da sönmüyor Ardında korkular sinmiyor Yaşlardan bir gölde aşk Ömründen süzülmüyor Içinde dinmiyor You    Geri dönüş olsa Kalp sana geri dönmez mi Gidilen o yolda Kaderi de yenmez mi Gerçeği aşksa Bir bakışa değmez mi Yalanı da olsa Yazısını silmez mi,mutluluk
BANA GÖNDER!,"Lvbel C5, RAF Camora","(Ver bakiyim AKDO)Ah Hmm, hmm Bana gönder Sarışın yeşil gözlü kızların hepsini Bana gönder (Wouh)Kız diyo' ""Çiçeğim ner'de?"" Bütün çiçekleri Bana gönder (Wouh)Sarışın yeşil gözlü kızların hepsini Bana gönder (Eh)Kız diyo' ""Çiçeğim ner'de?"" Bütün çiçekleri Ah, kalbimde yarım sevgi Ekibim değişmez baba, standart (Aynı)Atakta sanki Mendy Yaptık bazuka, made in Avangart (Hrr)Ah, dokuz milimetre menzil Kankam atar ve harbi sakatlar (Şşh)Ba-babayı çok sevdin, di mi? Baba her şeyi hesaplar Sandın sen beni aptal Altımda beş yüz beygirlik at var (Vın)Senin gözlerin yaşlı Bizim aramızda çok fark var (Fark var)Bana gönder Kızları bana gönder (Ah-ahh)Parayı bana gönder Her şeyi bana gönder (Wouh)   Bana gönder Sarışın yeşil gözlü kızların hepsini (Ahh)Bana gönder (Wouh)Kız diyo' ""Çiçeğim ner'de?"" Bütün çiçekleri (Ahh)Bana gönder (Wouh)Sarışın yeşil gözlü kızların hepsini (Ahh)Bana gönder (Eh), ba-bana gönder (Ah)Bring mir Blonde, bring mir Braune, selbst die Ginger, ah (Ahh)(Se-se-) Selber Filter, als wär Insta voll Geschwister(Ka-Ka-) Kaviar auf meinem Stück Brot, man massiert mich, während ich sitz'Ex-Millionäre in Krypto fressen depressiv ihre Chips Nehm' sie alle von A bis Z (Z; eh), von Anaïs zu Zanella'ne Blonde macht mich obsessed (Eh), Generation Pamela Sie legt an in Barcelonetta, Vanille wird zu Nutella (-tella)Bring mir alle wie'n Kellner, bring mir frisch serviert auf mei'm Teller Bana, bana, bana Bana gönder Sarışın yeşil gözlü kızların hepsini Bana gönder (Wouh)Kız diyo' ""Çiçeğim ner'de?"" Bütün çiçekleri Bana gönder (Wouh)Sarışın yeşil gözlü kızların hepsini Bana gönder (Ehh)Kız diyo' ""Çiçeğim ner'de?"" Bütün çiçekleri (Ehh)(Bana gönder)(Bana gönder)(Ver bakiyim AKDO)",öfke
SENIN UGRUNA,"UZI, Mavi","(Ka-Ka-Kaleen)Lütfen uzaklaş, cidden bıktım Kafeste gibiydim Sonunda yıktım Ayıktım ve çok yalnızdım Kahpe şeytanla ortak çıktım Sanma saatleri ondan taktım Erken çıktım bu bataklıktan Woah, senin uğruna Bebek, inan bana Woah, zafer yoluna Yürüdüm, durmam, asla Anlattım tane tane Kızım, bak, benden var bi' tane Sana süs yapamam lalelerle Bilsen savaşıyorum daha nelerle Sen süsledin her şeyi bahanelerle Ben susmadım, her şeyim hâlâ gerçek Senin bilmek istediğin ""Parti ner'de?""Bеn yoruyorum bedenimi haddinden çok   Bakıyorum hâlâ sеnde iş yok Kayıp aklım, her şey illüzyon Sende saklı sırlarım Aklımın ara sokakları hiç tekin değil Bak artık değişti kimliğim senin uğruna Woah, lütfen Lütfen uzaklaş, cidden bıktım Kafeste gibiydim Sonunda yıktım Ayıktım ve çok yalnızdım Kahpe şeytanla ortak çıktım Sanma saatleri ondan taktım Erken çıktım bu bataklıktan Woah, senin uğruna Bebek, inan bana Woah, zafer yoluna Yürüdüm, durmam, asla",öfke
AFFETMEM,BLOK3,"Ey, Hako(A-A-Alo, Waxy?)Hadi gel otur ve izle (Ya)Duygularımın ölüşünü seyredelim Bebeğim, konuş benimle (Grr)Bu kadar mı um'runda değilim? Ah, baby, ah Her şeyi mahvettin (Ey)Bu kadar kolay olmamalı Neyse ben de senden vazgeçtim Hadi gel otur ve izle (Ya)Duygularımın ölüşünü seyredelim (Ya)Bebeğim, konuş benimle (Ey)Bu kadar mı um'runda değilim? Ah, baby, ah (Ya)Her şeyi mahvettin (Ey)Bu kadar kolay olmamalı Neyse ben de senden vazgeçtim Arayan bulur bi' şеkilde yolları (Ya)Gitmek için yarattın sorunları Ama yavrum, yalan söylemi'cе'm (Grr)Çok istedim benim kızım olmanı Zaman olmadan bunları çözemezsin""Siktir et"" dersin ama edemezsin İyi rol yaparsın ve inanırlar Dönmek istersin ama dönemezsin   Eğer ben seni affetsem geceler seni affetmez Gözyaşlarım affetmez, gururum seni affetmez Sen gezip eğlenirken seni bekleyen o çocuk affetmez Ben eriyip giderken buna şahit dostlarım affetmez Eğer ben seni affetsem (Ya) geceler seni affetmez Gözyaşlarım affetmez (Grr), gururum seni affetmez (Ey)Sen gezip eğlenirken seni bekleyen o çocuk affetmez (Ya)Ben eriyip giderken buna şahit dostlarım affetmez (Ey, ey)Dedim ""Keşke böyle yapmasaydı""Duygularım yarım kalmasaydı (Keşke)Aslında unutmak kolaydı (Ey)Özlemek diye bi' şey hiç olmasaydı Sen ve ben dönsek başa Sordum ""Neden?"" diye Hep en başa ama neden? Ah, ah, ama neden? Ah, ah, ama neden? Sordum kendime ""Niye yaptı?"" diye Katlanamıyorum ben sahteliğe Ama sen de haklısın Niye bağlanasın ki bi' serseriye? Eğer ben seni affetsem geceler seni affetmez Gözyaşlarım affetmez, gururum seni affetmez Sen gezip eğlenirken seni bekleyen o çocuk affetmez Ben eriyip giderken buna şahit dostlarım affetmez (Ya)Eğer ben seni affetsem geceler seni affetmez (Grr)Gözyaşlarım affetmez (Ey), gururum seni affetmez (Ey)Sen gezip eğlenirken seni bekleyen o çocuk affetmez (Ya)Ben eriyip giderken buna şahit dostlarım affetmez (Ey)Ya, Hako(A-A-Alo, Waxy?)",öfke
Kuğulu Park,Ezhel,"Ey, ey, ya Ey, ey(Good morning, VØGUE)Ya, ya, ya, ya(Ba-bana Artz, Bugy yeni beat)Ya, ya, ya, ya Belli kim düşman kim dost; fısıltı, fiskos, ey Entelijansiya peşte soruyo' infos, ey Berlin, Zürih, Budapeşte; şarkım ilk beşte, ey Üzülüp demeyiz ""Keşke"", yaparız beste, ey Çıkıyo' ahım aheste, yattım kafeste, ey Laf ettim o kadar, n'oldu? Rap'ler yazdım arabeske İçeriz viski, içeriz Tyskie, buz olur kafa kadehte, ey Girerim yatağa sekse helе ki sabaha dekse Dediklеrim bi' kez sekse er geç oluyo' gerçek, ey Boşuna ortamı germek yapmı'cak seni bi' erkek, ey Durma boş, ortamı terk et; biz elmasız, sen zebercet, ey Bırak zalim kalsın zalim, e o da bi' gün geber'cek Kaşa dom dom kurşunu, buckshot, çat pat; yem olur avcı biz avsak Edemem kula kulluk ya da şak şak Tapmam, hür yaşamak bütün maksat Kaşım, gözüm, göğsümde mürekkep Tek tek destan olur kabataslak Dededen bu müzik bana meslek Konuşun siz, masal anlatın ancak Gel bana çay koy, siki tut, çek Groupie love'ım, pilavım kurudur, groupie'm pek Sularım durulur, vurur impact Yapama'n gardaş bu biçim rap Kazıdım tırnak, yararım ırmak Sarılır kızlar, tatlışlar Uyuzum hırslan, alkışlar Buyurun   Bilmiyo'san sor beni sokaklara Elbet bilir beni Kuğulu Park'ta bi' bank, ey Kimseler bilmez neler çektim Bilir bi' tek Kuğulu Park'taki bank, ey Bilmiyo'san sor beni sokaklara Bilir Kuğulu Park'taki bank, ey Kimseler bilmez neler çektim Bilir bi' tek Kuğulu Park'taki bank (Ya, ya, ya, ya)Ey, euro ile dolar hep bankam Oluruz Riico'yla ben yeni Can Kan (Woo)Paparoz Amsterdam'dan Yok yetişemeyeceğim bi' klasman Gurbet el ev, deplasman Gideriz Gülizar Parkı’na S-Bahn Resmen en has derman Gıcık ol, veremem bir türlü es Rar dosyası gibi zip zip Hadi zıpla, derdinin yok yeri tıpta, ha Bitli dövizler, kripto yollarım hem de bi' tıkla, ha Diyo'n hep ""Karşıma çıkma"", çıkınca isteme selfie, ey Veririz sisteme dersi, sen peki pislemesen mi, ha? Lağım ağızlı lavuklar bedavaya gider, KOAL'se namağlup Hepsi hayvandan daha mahlukat Yapıp yerim seni lahmacun Bu iş benim, bunu bırakmam ki sen öğreteyim diye yalvar dur Kafa hepsinden daha farklı Bilmiyo'san sor beni sokaklara Elbet bilir beni Kuğulu Park'ta bi' bank, ey Kimseler bilmez neler çektim Bilir bi' tek Kuğulu Park'taki bank, ey Bilmiyo'san sor beni sokaklara Bilir Kuğulu Park'taki bank, ey Kimseler bilmez neler çektim Bilir bi' tek Kuğulu Park'taki bank Ya, ya, ya, ya, ya Ya, ya, ya, ya6",öfke
2T1BB,"BEGE, Yung Ouzo","Artık tat yok (Ege) hiçbir zaman Üstüm dolu flex, yarına yalan Oluca'm çünkü Basmadım onlara ağladılar B-b-b-basmadım onlara ağladılar Ba-ba-basmadım onlara ağladılar Sonunda Dedim ona: ""Ben de nice kız""Aynı kelebek Bebek bass kıs, komşu gelecek Hep bu kaygı bizde gelenek Hep bu vibe'ım dile pelesenk Hakkımda bolca küfür ve hate Kancıklar konuşur, kötü bu fame Jano neden üste baktın epey Baksa da alamaz hoodie bu BAPEYa, ya, iki telefon bir bad bitch Gaza basmadım ağladılar Melez gacı onun farkı etnik Ama ablası hastasına Bebek tarzım epеy doesn't exist Ama bakamam başkasına Biz o yollardan geçtik Ya, iki tеlefon, bir bad bitch (Brr, brr)Gaza basmadım, ağladılar Melez gacı, onun farkı etnik Ama ablası hastasına (Kachi!)Bebek, tarzım epey doesn't exist Ama bakamam başkasına Biz o yollardan geçtik   İki telefon, bir bad bitch (Bad bitch)İki SIM kart, manitanın bel slim (Oh my God)Bro, para tek derdim (Cash)Kumaş Prada, pahalı terzi (Uu)Git, gel, çok ters tersim** döner baba kalmaz derdim BEGE yapıştırdı sen içerlendin (O-oh)Hiç tahmin edemeyeceğin yerlerdeyim (Flex)Arkana bakma agalar ilerden gelir (O-oh)Trapteyim aga; hayır, takip edemem trendleri agam (Ah!)Turla Viyanayı değil Interrail aga Benz'deyim bugün; hayır, tren değil aga (Hmm, yeah, yeah)Non-stop sürdük, hotbox süzüldüm Konuşanlar niye birden ürktü? (Ha?)Um'rumda olamaz hiçbi' sürtük (Ow, yeah!)Ya, iki telefon, bir bad bitch (Brr, brr)Gaza basmadım, ağladılar Melez gacı, onun farkı etnik Ama ablası hastasına Bebek, tarzım epey doesn't exist Ama bakamam başkasına Biz o yollardan geçtik Ya, ya, iki telefon, bir bad bi-bi-bi-(Basmadım onlara ağladılar)(Basmadım onlara ağladılar)(Basmadım onlara ağladılar)(Basmadım onlara ağladılar)(Basmadım onlara ağladılar)(Basmadım onlara ağladılar)(Basmadım onlara ağladılar)Ya, ya Yung BEGE flex, Yung Ouzo Ege Touchdown Kachi Qimptoven",öfke
